content,score
Nice game brain power biggest,5
Not interested now,2
نمیاره,1
Osm..game 🔥,5
Fine,5
Ima sohan😊😊😊😊,5
So exiteded from divyani 🎩 😁 👕👍Great! 👖,5
Its very best game because it is peace of mind and It increase my body more healthy and ready to work it makes my mind stress free and cool after playing this game i am very happy and more comfitable feel of mind i mean this game is better than pubg mobile and music thus game is not only a game but also fit for body.,5
Cnch,5
Super,5
Super game,5
Tati,1
Szabo a zzzzZZZZZzzzzZZZZZzZazzZzZzzzzzzzzzazZzzzz zAzzzZzzzzzZZAZAZZZZZZZZZZZA,5
Good app,5
Super,4
"So much fun , i loved it good time pass😜😜😜",5
Good,5
Bed,5
"Very nice amazing game I play this game any time coz it's my favorite gorgeous🤩🤩🤩game and hope this is worlds famous game,🥰nd my second game favorite robbery Bob very nice game yah!🥳🥳💕💕💕💕💕💟💟💟💟❤❤❤🖤🖤🖤",5
I deleted this game but I downloaded it again I am very happy this game is my favorite game ever in the world 🎈🎂🎉👺😀😊☺️🤩😌🙉😡😡🥉🥇🏆😜🏆🎃🎀🎊🎫🎂🎖️🎀🎖️🏅🎚️😵🧘🏼‍♂️🧘🏻‍♀️💇🏻‍♂️💇🏻‍♀️I am playing the game Yahoo yeah,5
Mus,1
Worst game 👎,1
Hjh,5
Wow nice game l will give 3stars,3
Poor game,1
Guschhb H I'm,3
Nice game,4
Ghcfh muchki if suffix Handley floor good,5
Hampton~♥~,1
Sahilsangwanjaat,5
Great game,5
This game is amazing like amazing you have to put on music that is fun to do and this game is so easy but it gets harder and harder thanks guys for making this game thanks a lot you get five Stars from me bro respect,5
Best,5
SUMIT Bairagi Opera House of cards is why I it was the first time it was the same I have been working in it out of cards 😒😭😑😭♥╣[-_-]╠♥😒,5
"Needs different dance, something without the bobbing head characters Sorry you are so late in updating your game but I have almost removed it because it got BORING doing the same thing every time",5
Very good app 😘👏,5
Dileep kumar,5
Very good,5
Not nice,1
Nice,1
"It's a good app but one irritating thing is that everytime when we have to build mansion, we should see an ad ... Other all is good . Pls look out for that ads... 👍",3
Ok.,3
😄😄😄😃😃😃😃😔😁😁😁😁😁😁😁,5
Super game,4
Lipun,1
Very nice 👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌 good game,5
I like it ❤️,5
Nice,5
The game is really fun but the ads man.,5
Nice,5
💯😍💯,5
Mahendra Dangi Sikes in every little thing to be a good night Dada ki student of a ri mobile number kis kis name of the esliye in eve bitry little more expensive to you and 2 sal se seva samiti PGT ke me ban rha hai to pehle hi hu aur meri ho gya hai to be the post on his own and he will he ye sab kuch mt dena hai ki raksha bandhan NAA toote naa ho yaar tu tho so jao tho I have to pehle se seva e ok ok ok sir ok sir ok to you soon regarding the city and the post office pincode to the esliye unki,5
Don't play this game so boring 🤣🤣🤣😭,1
okok,5
ini game kelen,5
Nice,5
Good,5
Good super,5
B..B..M,1
Owesome,5
Good,5
Nice,3
It good and interesting,4
ASRAF72,5
Super,5
I like this game,5
Its fun and you should play it 5🌟🌟🌟🌟🌟,5
Nice game,5
Sooper game ⚽️⚽️⚽️⚽️ 🎮🎮🎮🎮,5
Super,5
fun,5
Good game,5
Owesome,5
😎😎😎😎😎😎😎😎,4
Scammers,1
It is fun,5
😍😍😍😍,5
Faltu aap,1
Fine,5
Very bad Net us only thes game Very bore,1
Nice,4
Nice,1
Bakwash game,1
Good,5
Wow such a wonderful game,5
அருமையான கேம்,5
Good,5
It is very good,5
Nice Game,5
This game is pathetic,1
the best,5
গগহহহ,5
Its very fun but...its very slow tou pley on the fone.,5
It's good,5
👌👌👌👌👌👌👌,5
Nice,5
গেমে,5
Supr,5
Ghaint game 🤗🤗,4
The game advetise good but the experience was really bad.This game was easily suitable for only infants to win always.Totaly to say is just a senseless game which I have ever seen.,1
Not ok,1
we 2 years this game,1
Is a cool game,5
Nice,5
Okays,5
Fun amazing 😅😀💓,5
Worst game...dikhate kuch or hota kuch or...worst se b worst,1
Super,5
Sankalp says hi,5
Normally good,5
It is the worst game i ever played,1
It's very interesting,5
Very good,5
Nice game,5
Chle ti,2
It is so good to me and i love it,5
Good,5
Good game n also lots of fun,4
Like this game,5
Super!!! 👍👍😎😎😎,5
I love it💎,5
"The game is fun but there's a few issues.. one is there's a few bugs where the metal plate or something is stuck even though I cleared the sand underneath it or the fan that supposed to blow upwards and carry the robbers up doesn't work(need to redo the game 3-4 times). Two, is the mansion supposed to stop counting your stars when you reached level 7? If it's not, I think you should fix that since the rewards are good but if it's yes, then that suck. Achieving 3 stars doesn't mean a thing.",3
Chi,1
Very nice,5
I like this game 😁😁😁👍,5
All I have to say is that the sae is amazing,5
Terrible,1
it is a very good game,5
bad,1
Nice,5
Good,5
Best and enjoyable,4
Just Funnnnnnnnnnnnnnnnnnnnnnnnnnnn,3
I really like this game but level 133 is glitching. The prisoners are moving down the ladder. Please fix it so i can continue!,3
Ultra bad,1
Nice,5
Thes game is the best becos its very esy and you can get awaye wheth enething and is very fon and you can bov your hend can moov eniwerand lac send and the best game in the whrld the BEST ha ha ha.!!!🤗🤗🤗😀😀😀😎😎😎😄😄😄👍,5
Ghw,2
To good,5
Good job,4
Good,5
wow amazing is the game,4
Nyc game,5
It is good i played the first level and it was very wonderful thanks for this game 🤗,5
yyui,5
Wery nice and you can build a mansion,5
Fun game,5
For many adds but I love it,4
👍,5
What a lovely game i love this games ❤️💕😘😘,3
Maa ki aankh,1
😆😆😆😆😆Dowlord this game,1
Wow it is osam,5
It's awesome,5
Very good game😀🤩😍,5
Nice,1
Not good but perfect,4
is the best game,5
fun game,4
Sheetal dhyani,5
Great game,5
Man this game is fun,5
خیلی بازی خوبی بود,5
Awesome,5
👌👌👌👌👌👌👌👌🌇,5
Good,5
d65wytt judo oi gulp highlight buying,5
I Iove this game,4
Nice,5
The games fun,1
Super,5
Good,5
Nice game,5
༼;´༎ຶ ۝ ༎ຶ༽༼;´༎ຶ ۝ ༎ຶ༽༼;´༎ຶ ۝ ༎ຶ༽༼;´༎ຶ ۝ ༎ຶ༽,1
How to get a new job,4
Very good game,5
Its a verry fun game to pla i cannot stop playing lots of fun,5
Ad to not esape not same boring,1
Amazing,5
Good,4
This is very interesting game,5
ok its fun to escape,4
Nice game,5
Nyc,5
"Yeah , is very good app",5
Very cool,2
saya namam zahran,5
Xxx,5
Good,5
Ok,5
Cool game to play you can buy outfuts for you're robbers and you csn buy cars i wondee if you're gonna update this game? And give them more features? Etc,5
Nice game,5
Worst ads only,1
Fuddu game beekar bilkul lost of data😡😡😡 not download this game .............................................0 star.......................................................0 star ...............0 star....... Unistall this game for playstore......................................................................... .. .. .....................,1
Keep it up,5
Nice,5
Frhan,5
Nice,3
I love this app,5
I wanna give a half star.... But this isn't option.... Uhh lame people... Is this a game... Same level again nd again..... Plx listen oll. Dnt waste ur time...,1
Jaat Amart,5
Super,5
اصلا دختر باز نمی شه,5
Rooffa Rooffa,5
Very bad,1
Good game,5
)))))))))))))))))))))))))))))))))))))))) sacy,2
Very bad,1
I like hi game,5
Vignesh.S,5
Super,5
Good,5
Top,5
Iookes nice,5
Nice work,1
I don't like it it is full of ads😳,1
Really fun,5
"Why I cannot get ti's game, I am so angry😠😡😡 about this game!!!!!",1
Just ❤ing it,5
"Idea is nice, but the levels are too short and easy especially compared to the amount of adds.",2
Thank you for making this game😘😘😘😘😘😘😘,5
yay phone,4
Nice game,5
Great Game 😎😎😎,5
Nice,5
I am liked thish game,1
I like this app,5
This game so good,5
This game is very interesting...... I'm very impressed and I love this game concept 😘😘😘😘😘,5
This is great 👍👍🤩🤩🤴👸 I love it this should be a 🌟 game 👍😊,5
تت,1
:) :3,5
SantoSh choukikar,2
Fikeu,1
Good,5
I like this,5
Good,5
amazin game play,5
The bug exist. Level 134! 🙄,2
Good,5
Kak,4
Normal,2
࿐ 🅝🅐🅖🅘🅝༒,3
"Its pretty easy to win any stage and its a kid game , not entertaining at all",1
"Worst,,,, there is no new things level to level... Boring game.",1
So fun,5
Goof,5
My favorite game,5
Good,5
Good game!,5
good,2
Not a interesting game.,1
Nice game 👍,5
Good,5
Super game,5
It s very good,5
Its very good app.but ad is tooo much,5
V.Good,5
Nise,3
Okay,5
W some,5
Good Game,5
This game is 👌 😄,5
Mujhe Chor ko bachane ke liye Kuchh Bhi chahie,5
Awesome,5
Good,5
Its very good for me,5
Good,3
Very good,5
I like the game mad game Stupid game,3
Nice,5
good luck game 😰😲😱,5
Nice and great,4
It's shows only ads,1
This game is My Fav best game,3
Very good,5
Yup,5
Good source of time pass,4
Worst game!! I think isne theka laga rakha hai..of promoting ads for different games! Bhala hi apne games bhaad mai q na Jaye .,1
Good,5
Some other games are good but this one is one of a kind 😃So this is recommended to be 5🌟🌟🌟🌟🌟,5
Tu chenagilla I game,5
xxx with boy,5
Too many add's i hate this app,1
Good,5
It is very good game,5
৬০০,4
Cool,5
Good 👍,5
It's just wnderful this game is just perfect,5
So good,5
Rayan is,5
Very fun but difficult I like it because it gives me a challenge!!!😘😋😊🥰😌🤤😎,5
Good,1
Nic,5
Nice,5
Nod bad,5
Nice game,5
Very nice,5
Nice game,5
👑 is an amazing,1
BIJOY,5
This is really fun and very interesting,5
Nice game,5
l like lhis game,5
What a rubbish ad.,1
Nice game,5
So much adds,1
This game is very easy,1
Bhanu.prasad,5
What a nice game it is!,5
Good,4
sebak diya waw hahhahahah,5
Good police died,5
Aattt,5
ดะกะ,5
Superb,4
😋😛🛀,5
জ্ঞহহজ,5
its verry funny game mere sath koi ladki set nhee hote koi ladki set kra do yarr please,5
Wow,1
This is nice game . I hope you also play this game . At last please subscribe my channel mr harsh 01 were i upload this game video. All day. I love this game so much. ♥️♥️♥️,5
Nice game 👍,5
Nice,5
Nice game,5
😍,5
Nice game,4
জিনিয়া আক্তার,1
Good,3
Very boting game,1
horrible game,1
Good,5
Fun,5
Worst game in the world not valueable in 1star,1
Amazing,5
Osm,1
Wafiy,5
Very nice game,5
Waste,1
Wow good game 🎮 👏 👌,5
Bad,1
😍😍😍😍😍,5
The game was totally demritorious. So I should say please don't download this game.,1
Super 👋👋👋 👍👍👍 💓💓💓,5
Ye game add mai dikata kuch hai aur Bata kuch hai,1
Good,5
Good game but tere is limited levels,3
I just downloaded this game and no ads so far i will know if i have to change this rating soon buts its a great game,5
This game has got allot of features but I only recemened this game for 6 years to 7 years.,3
It a wonderful game,5
Super,5
"Epic, haven't downloaded it but ad was nice",5
Bad game,1
it is nice game,5
❤❤❤❤❤💓💓💓💓💓💜💜💜💜,5
Keep update this game i am enjoying this👌👌,5
RK Suresh,5
Waist of time!!!,1
I like this Game,5
Ausom,5
It is a very boring game it not happen like in the ad😕 👎👎👎👎😠😠😡😡🤮🤮 dirty game,1
Dis game is very gooooood o i like playing it wen am lonely,5
Mice,5
So many sponsored videos so trash,1
Nice app,5
I like it,5
Nice,5
Pubg,5
Very nice game,5
Very very very amiging game..i love it..i am very proud..i found this game..🇧🇩🇧🇩,5
this game is to boring,1
what a game,5
I've played 1 game I don't know yet,4
Wow Wow,5
to many ads,1
Bhot he boring game hai 😏😏,1
Thirdclass,1
good game,5
Nice,1
Wow,5
Easy and simple,5
Good,5
Good,5
Nice,5
Gautam bhai Jaat Vgoid,5
Nice game,5
"Another stupid ""add"" game. I think Google needs to verify those games. How are they getting 4/5 stars?",1
It is good game playing keypad phone sallu is bad boy kaliya,5
Good game,1
Nice game for me,5
Nice.game.,5
Nice game,1
Nice game ❣️❣️❣️,5
VERY NICE💯💯💯💯.,4
Mm,3
Not bad,1
😉🍭🍬,5
Fun games,5
-2 minus 2 star i want to give this game worst game ever,1
Nyc,5
Good game,5
Good Game,5
Amazingggggg cool,5
good game,5
Worst game I have ever seen this much worst dirty game toooooo many ads,1
"Very "" "" "" Poor game",1
hahahha,5
Exllent,5
Nice,5
Nice game,5
"Hella lame. It's less of a game and more of platform to serve ads. After each level where you help prisoners escape, you're forced to build them a mansion, can't skip it, which just serves to force 3 ads instead of 1 on you. And then it gets stuck on an add, you have to restart the game to get out of the add. Not playable",1
Nice,1
Mst,4
It's only scrap kachra hai kachra too much adds,1
Please Help,5
GOOD GAME,5
Good game for mood fresh,5
Pubg Boy,4
طح,5
Nyc,1
خیلی بازی خوبی هست تنها مشکلی که دارد دور میاد,5
"Escape Master, For Rich House, Beach, Restaurant.🧓👵❌",5
Very interesting,5
Perfect🙂☺,5
Wow,5
Nice,5
It is very wonderful game,5
Good,5
Good,1
Challenging 🤔😏,4
Good game,5
Ossam games in kids😍😘😎😘😘,5
This is worest game,1
Nice,5
Nice,5
Too many ads i dont recommend it. It also takes too much time to load .,1
"It's actually a good game, but I need to delete this game in the same day when I download this, why? Too many ADS.....I don't know what's wrong with games nowadays they have so many ads",2
King,2
I like this game is great,5
Nudoorknob eh 06192008df 5th odds egg egg is ed u egg i9587i67tid's I u 2234567i90000019,5
"I won`t write alot, but ths game is goooooooood! It is soooooo fun and amazing. Using a laptop makes this more easier to play this game(to me). The thieves run,and you can just hold down on the screen,swiping wherever to clear out the dirt....... I really suggest you guys to download this game!",5
Sanny,2
Waste of tym same mission,1
Best,5
Very very vast Game,1
Nice,5
Very nice. But I'm new gamer. Idk much,5
You gives this like your underground,1
Good game,5
Saya suka maubilluitritymonyeft Ftyyuyg Jnmmmb,5
Bekar game time lost,1
egjsg,2
So ice game this is. I really like it 👍👍i am small 4 years girl,5
sameer kumar,5
Sort,5
Ghajs,4
This game is the best game I ever played in my life so great I think even stop it 💖💖💖playing,5
Good game,5
Gdzhk,5
Ek number,5
Land gam,1
This a Best game bery nice,3
❤️🥰❤️,5
Good,5
Good game,5
Sohal,1
For what I want to be with me and my phone and I have no idea what you I love u too 👶 girl and she,5
ஊழல் என்பது,5
Md Shamim Akhtar,5
"In this time, no Ads are viewed for me. This is Big rate for new apps. Thanks for your lovely work. Thank you for not playing after each stage without permission, unlike many games.",5
Good,5
Love it,5
Nice game,5
I just like this game except for the crime one when you get out of gaol and I love to build stuff and shoes what they have to live really love it like clever clever clever public buildings except them robbers as O my God guys you should download lego tower it's like the best game The packing it came in is so need and smalle,5
Very Very Cooooooooooool,5
Not nice game,3
It is a great game,5
It verry good,5
Pora makkalee theere pora,1
🤡🤡,5
Good game,5
I like this game,5
ભાઈ મુઝે ઈસ ગેમ મે ડાઈમ્ડ,5
bad ads,1
Nice but not very nice 😐,4
Nothing interest in it,2
West game,1
Julmi,2
Good,5
Suka banget abisnya bagus banget,5
I am the police,4
Kkkkkkll,5
Nice game,5
Good n nice play app.....,5
Too easy to play,1
It is the best game ever😄😄🐈,5
It's good,5
Kal,5
best game in the world,4
nice game,1
突突突尖草坪区，她要我,4
Op game is this I will fell streesless after ply this game,5
😘,5
uuuuu,5
Not bad,3
Wow amazing,5
Otach,5
عالی,5
"Ads, ads & more ads",1
Ads sucks period.,1
Good and fun game.,5
🦄❤️,5
Enjoyable..but very slow pace mainly due abundance of ads .. Could be addidtive if not more ads than play time,3
not bad,2
I have been playing this game,5
Dj Alok,5
This is the best app ever,5
ගොඩක් හොද ඇප් එකක් 🤩🥰😍❤❤😭💋,5
Nice apps .,5
I Love it so cooL,5
Good game,5
Yes Bro I like this game!,5
Is cool game😎,4
Super app my child also like,5
It was just about,1
Nice,5
ভেরি নাইস,4
Super,5
Nice play,5
Fian,5
BORING GAME I GIVE 1 STAR,1
Cool,5
Worst game for ever,1
It is better,4
Too many advertisement,1
Super,4
Hc,1
My,5
Excellent,5
I like this game,1
I hafe fun ...........,5
why so many adds??,1
Nice 👌,5
Nice apps,4
Sameer . .,5
Bes game,1
Hello all of you,5
bm,5
❤️,5
This game is too much l like to play this game,1
عالی,5
Skill level none ads every thing you do avoid,1
I love this 3D games because It is auseum and I love It ☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺🍉🍉🍉🍉🍉🍉🍦🍰🍬🍭🍫🍫🍫🍧🍨🐶🐰🐇🐷🦄🦄🦄🐎🐈🐱🐄🍪🎂🍰🍩🍝🥛🥛🥛🥛🥛🌏🏡🎧🎧🎧🎤🎤🔊🎹📱📲🎛🥁🎻🎺🎙,5
"Bidiori les jeux son très ,bell et,trè etèresent",4
Wow,5
U play game for few seconds and to play u next level u have to Waite for minutes. Reason y...coz of advertising...game is good and interesting however ads motivated me are one star and to uninstall..,1
best game all 5 stars complete mara ko Aha lay gha ya best👍👍✌🤟,5
I didn't like it not very addicting,1
"After building,u play without any goal",1
Nice game,5
Bagusss si permainannyaa,4
Very nice game I like the game,5
Big,3
I LOVE IT,5
Amazing,5
Nice game,5
Mast re,4
Goby,5
😈😈😈😈😈😨😈😈😈 this is a vary page k Jfxdiydyidiydzjtdou,1
Good,5
Very fun great work,5
Iii,1
Super game,5
Easy game,5
I love this game because is worst game,5
Good,5
Gi,5
Always nice,5
🤗🤗,5
Very good,5
Long beach,1
Very good,5
"I dug a hole, walked up a hill and chose a house....3 ads what a joke, uninstalled.",1
Good,5
It's fun,5
🦍🦍🦍🦍🦍🦍🦍🦍🦍🦍🦍🦍🦍🦍,5
🤪🤪😡,1
Tatti,2
Amazing 🤩,5
Love this game 🥰🥰🥰🥰🥰,5
Omg...........,5
I like these game,5
I love it so much,1
Nice,5
Super game,5
This is the cool game,5
Anshika Sharma,5
i jove it,5
Awesome,1
It's super game,5
Nice game,5
Boring full app,1
Vikas chawan,3
Rs the international,2
Noob,1
This is tati game😂😂,1
Vfc,5
SUPER,5
Good,1
Shanu,5
M Nice,5
Nice,5
Hello there I was going to get the most from the first day of the week after the first quarter and then I was going to be a little good for the most important thing is a great day FOR THE NEXT TWO WEEKS AND THEN THE OTHER DAY OK THANKS FOR THE NEXT TWO YEARS AND THEN THE OTHER DAY OK THANKS FOR THE NEXT TWO YEARS AND THEN THE OTHER DAY OK THANKS FOR YOUR TIME TO BE ABLE TO MAKE A DECISION ABOUT THE NEXT TWO YEARS AND THEN THE OTHER DAY OK THANKS FOR THE NEXT TWO YEARS AND THEN THE OTHER DAOpa,5
Please gave me dieomans,1
Güzel ve farklı,4
Sss,5
Super,5
Ads ads ads now deleted after few minutes only,1
It was soooo boring and I figured out how to turn off the ads without paying anything all you have to do is turn off the Wi-Fi or mobile data oh and I forgot to mention that the ad for this game on YouTube was better than the game itself,1
Good,5
This game is the best you should try it,5
Good,5
This game is hagal jasa,5
Worst game I have seen.not same as shown in the advertisment at all,1
Jhatu,1
Dumbest game ever,1
Excellent game,5
a U,3
"I love this game so much,it is my best game💖💖💖💖💖💖💖💖",5
Super,5
Ayush,1
Very baker game,1
Parefact game,4
"It,s a good game",5
You can love this game,5
Big nice puppy's my ma vra and it was so nice puppy's are cute and it was so nice of her and her husband are looking for voice mail and it was so nice 😍❤️,4
Fun to play,5
good,5
This game is for toddlers..rating 1 🌟,1
Bekar game,1
Good,1
Bj,5
Good good good,5
Good,3
Its my first time but theres way too much AD,5
Gooooooood,5
✍️👌🎉,1
जबरदस्त,5
Nice game l love it,5
Poor,1
Bahut achcha game hai iska pata chalega,5
Is like flash,5
Funny game.i love it,5
Nice game,5
Amazing,5
Very nice game,5
It is so good game🎮🎮🎮🎮🎮,3
This game is just alot of fun this game is like a master criminal and this game just for fun the funny game i saw in my life!,5
Amazing game . Game .I will say that install this game .And have fun,5
See,5
2 min game 5 min add.,1
By l,5
I love this It is so cool i haven't lost,5
Vaishali,1
I thought the characters are those in the entertainment like 3D characters. But it just all small prisoners with bald head.,1
Manojkumarsethy,5
Anjirrrrr,5
Restart my,5
Excellent game i had never played marvellous,5
Qasem You sef,5
This is amazing even though I can't understand why were thifts but I still I lik,5
خوب نبود,1
😍😍,5
Bad,1
Anas,4
San. Good. Game a ka dugu kôfè a ka kan ka ni,3
Om,3
No 1 game,4
5 stars.,5
👌👌👌👌,5
so cool,5
Anamika Daimary .,5
So bad,1
It's very interesting game friends,5
this game is veryyy.. veryyyy... nice i want to play this everyday joke.. hahah,5
Rhv,5
Nice,5
Super,5
خیلی خیلی عالی بود.منوبرادرم دوستش داریم,4
Waste game,1
Can't play this game all time ads in this game not continue to playing one task and watch one ads and another task and another ads,1
Not good,1
nice,5
Very very good game.,5
Jio n,5
Poor game,1
"Playgendary,I don't think 3D games are your thing. This game is too easy,pointless,boring and constantly bombarded with ads. Stick to your 2D games like tank stars,bowmasters,party masters etc. They are way better. Your other 3D games are also boring so ditch them and improve your 2D games",1
N'mano,1
Best of best,5
Good,5
Waste so.many ads,1
Nice,5
Nkkj ........,4
Superb,5
Me likey,5
Waste game full of ads waste of time,1
Very good,5
Cool,5
😠😡,1
Awesome,5
This game is nice but not bad,3
Bakvaaas game,1
Super,5
Nice,5
Bad,1
It's very fun and challenging,5
Very good,4
حلوه,5
I like,5
Nice,5
Best,5
West app,1
Very bad game .No creativity just repeating same process.I only used for 15 minutes and uninstalled Bad one,1
Nice aap,4
الی😘😘😘😘😘😘😘😘😘,5
Awsome,5
Bad game,1
Good game,5
Waww,5
Good luck game,5
I hate this Ad! it has a game on it. Can you remove the game so I can enjoy watching Ad?!,1
Panduchari,5
Very Bad game,1
Just started I will play and reply what happened,4
Super game,1
Nice game,1
Only for kids under 5 year,4
Experience experiment,3
De,2
Best game in the world,5
Very good and nice game,4
This is a good game,5
Good,5
Ysc,5
Very nice game,5
Im love,1
Excellent,5
Escabe,5
Fun game,5
Too many ads,2
it is good,5
Boring!!!,2
Good,5
awesome👍 game,5
Hi hello I am not sure how to make a little while,5
This is very boring app,1
Ok,5
Shifanoo CVBN,1
عالی,5
Perfect 👌,5
Rk daum bekar game hai video ke hisaab se zero pagal banaya ja raha hai,1
Wow,4
Too much adds...boring That way i uninstall this game.,1
adds🙏😠😠😠,1
best,5
Not really interest,1
I liked it...,5
Nice,5
I like the game is good😎👍🌞,5
Gatiya,1
Nice,1
Good,5
It was a very nice game and her graphics is excellent so I give him 5 star,5
Ssad,5
The game is so funny I love it,5
excape master,5
Super,5
Where is agamemnon,1
Good game👏👏👏👏,5
😮😮😮😮,2
It is a very very very very very very very very very very very very very very very very very very very very very bad game,5
No best,1
Auuau,5
Mgj Faiz,5
I love this game,4
It's easy,5
Swapna and sindhu,2
Very specious app,5
Nice game,5
Good,5
I love the app,5
super,5
It's not very fun but I like it,3
Nice,5
Stupid game too ads,1
Bekar nhi h bilkul,5
Good,5
awesome,5
Sathish,5
magari tamashia,5
borring,1
Dont Download this game,1
#pathetic,1
Nice game,5
WORST GAME IN THE GALAXY,5
Vihaan Choudhary,5
Hhui,5
Hhhh,5
Nice game,5
9v,5
nyc,5
I love this app because this is so fun........................ ..,5
Good,5
Super,5
very bad,1
Sabbir hussain,5
Nice to play,5
Ratio of game play to ads is way too low... and the pointless mansion? Not interested. GOOD bye.,1
Great,5
Fain,5
Good,5
Great,5
Is there any ads,5
Nice,5
Amazing🤩,5
Fun game 🤩🤩,5
Nk,5
Feedback,5
Very nice game,5
Nice game,5
"Was enjoying it, but no matter how hard I try, I can't get by level 148. All the wee guys just get killed at the last bit no matter what I do.",1
So best game,5
Very Funny game,3
It's fine,5
It is a nice game please play it offline so no ads will come on.,4
Ajgghj it was the best thing that has happened to me,5
nice,4
The game is simple but fun to play especially if you are bored and really need something to do. I love this game,5
Kundankumar,5
Ansh,5
It is difficult and fun,5
Very nice game I like it,5
छखचघकोणखझमखंऊआऔरढभमडनखतख,5
Best game,1
Ujjj,5
Dont download this game ... There are so many add ....u can't play for 1min there will a add in between.. The game makers are looser they tried to earn money from add bt their game quality is very poor,1
bad,1
Good,5
Dharmik Pankhaniya,5
Veeeeeeerrrrrrrrrreyyyyyy bbbbbbbbbbaaaaaaaaaaaaddddddddddd. But 😃😃😃🙃🙃😂😍😘😊😊😊😊😅funnny,1
Sss,5
Too much fun,5
Good,5
Supar Star,5
Nice,2
Nice game,5
This game worst game and also not give option to choose Not download this game,1
Suraj kumar ne abhi ye game nahi Khala hu Esliya me issa 2😂😂😂 😃😂😋😋 Star deeya hai,2
Way too many ads.,1
Bad,1
Nice game,5
Bast nahi ha,5
Good,4
Krishna jha,1
The ad is a waste of time. Deleted!,1
Fun to play for leisure time,4
Awesome app,5
Wastage if timing,1
Free fire,1
Most wost fake game,1
Subhash shraff,5
Super,5
Nyc but not grtt... It's like u know just ok ok ...,1
Vry gud,5
হি,5
Very funny game,5
Ok,5
This game is so fun that I want to be the master,5
Hitesh meena,5
Too much ads...,1
This game is best,5
Very bad game There are always advertisements and when I play this game I get angry,1
lover game,1
Sooo many ads,1
Tg,5
Extremely nice,4
Good,3
Amazing I like to escape,5
Time west😥😥😥 wrost app😥😥 very bad😥😥 cheater😥 fake😥uninstalled done😥good bye👎👎👎👎,1
Nice game,5
I don't like and too ads here,1
Super,5
Just playing,5
😡😡😡,1
꧁☆*κɪɴɢ*☆꧂,5
It's. Very nice game,5
Nice game 😎,5
Poor aap,1
So nice,5
Nice game,4
Very bed game please don't install the same level was come again and again please don't west your data,1
I am so excited to play this game,5
Bahut hi janda app hai koi mat downlod karana,1
all images in play store were fake,1
❤️❤️❤️,5
Tension mb wast,1
Nic time pass,5
This game is a great game and I love it very much,5
So much fun 😋👌,5
Good game,5
there cheat 00019 no the fake,5
best,5
Nice app .,4
Waste of time...bad game I played ever,1
Champutha,4
Good game,4
Good,4
Not,4
Very cool I like it,5
Gud👌👌,5
Nice game,4
Nice ganme,5
Worst game,1
Good,5
Best 👍,5
So happy,1
Please lets Escape master 2 👍,5
Hayomide,5
nice,4
Very boaring game 😅🙄😴😴😪,1
Enjoying,5
Very nice game,5
Nice gam3,5
I like this game but my phone just heat up,2
Adds,1
Super,5
Osm,5
Sridhar,3
Mazaa,1
Good 😘,5
Its amazing,5
Is so cool 😎,5
Nice,5
I love this game,5
Good game this I like it wow thank you so much.,5
Attt,5
Fun,5
Very nyc game ji,5
Venu,5
Ok,4
Kishor Muskan,5
Super app,5
very good game,5
Wow paka mass vera level neega,4
ಊಟ ನಾನು,5
Good,4
So many ads are there,1
Nice game,4
Verry irritating,1
Amazing game,5
👌,4
This is very good game for me,5
I love this game so much😚,5
🧜‍♀️😎😍😘,3
It's just strange to stay asking for if you agree to our terms of service or not and if you don't then you won't play the game.,1
Super,5
Nice game,5
Kussi a game,1
👍,5
Very interesting game all friend installed,5
Full 🌟,5
Ok👌👌👌,5
Nice game,5
It is very coll for me 🤣🤣😊😊😉😎🙂😉😎🙂😉🤗🤗☺☺🙂🤗🤗🤗🙂🙂🙂🙂😉☺😉😋😚😋😚☺😙☺😙☺😙☺🤥🙂🤥😙😚🙂🤓🤓🙂🙂🤓🤡🤥☺🤗🤗🤗🙂🙂🤓🦄🐂🐎🐈🐮🐎🥔🥕🍓🍆🍊🌽🍞🏛🏖🏘🏛🌋🏖🏙🏗🏛🏛🏖🏙🎍🎎🎎🎏🎑🎖🥉🎋🎍🎏🎫🎗🎁🎁🎎🎎🎫it is very very fun 🏖🏖🍊🎖🏛🎑🍊🎑🍊🍆🎑🍆🏘🍆🎖🍆🏘🍆🏘🍆🎖🐂🍆🎖🏛🏘🍆🍆🏘🍆🏘🍆🏘🏛🏘🍆🎑🍆🍆🎖🍆🎖🍆🏘🍆🎖🍆🏘🍆🍆🏘🍆🏘🍆🎖🍆🎖🍆🎖🍆🍆🎖🍆🎖🍆🎖🍆🎎🍆🎎🍆🍆🎖🍆🎖🍆🎖🍆🎖🍆🍆🎖🍆🎖🍆🎖🍆🎖🍆 Hsnnsndmdksnmsmsmdmsmmsnzndndndmmdnxmndmdmsmdnsmdmdmmd.dmzmdmdmdm,5
It is a wonderful. All of yoy please play this game .,5
Good game,5
Its not good game,1
Super game this game,5
Not that good,1
Super,2
Nice,5
Good time pass.,5
Publicity game,1
It was kind of fun but the adds are too much to handle,3
Could be a decent game if you would not spend more time watching ads than playing.,3
I love this game,5
